Mpio;Género;Edad;Educ;Cqt_bm;Problema;Gestión_Harry_González_Gestionpp;Gestion_Edwin_Valdéz_Gestionpp;Gestión_Álvaro_Pacheco_Gestionpp;GestiónAndrés_Perdomo_Gestión;Votopartd;Gob_vota;Gob_nuna_vota
FLORENCIA;Femenino;25-34;Universidad;Buen Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Diego Ramírez Osorio;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Secundaria;Buen Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;25-34;Secundaria;Ns / Nr;Corrupción;Aprueba;Desaprueba;Desaprueba;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Secundaria;Mal Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;Aprueba;Partido Liberal;Diego Ramírez Osorio;James Urrego Carvajal
FLORENCIA;Femenino;18-24;Tecnología;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Oscar Raúl Rojas
FLORENCIA;Femenino;35-44;Primaria;Mal Camino;Minería;Desaprueba;Aprueba;Aprueba;Ns/Nr;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;18-24;Tecnología;Mal Camino;Salud;Ns/Nr;Ns/Nr;Desaprueba;Aprueba;Partido de la U;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;35-44;Secundaria;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;45-54;Secundaria;Buen Camino;Vivienda;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Posgrado;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Luz Mila Cicery Ortiz
FLORENCIA;Masculino;45-54;Universidad;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;Aprueba;Alianza Verde;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
FLORENCIA;Femenino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido de la U;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;35-44;Universidad;Ns / Nr;Corrupción;Aprueba;Aprueba;Ns/Nr;Desaprueba;Polo Democrático Alternativo;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Explotación petrolera;Aprueba;Desaprueba;Desaprueba;Desaprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Aprueba;Centro Democrático;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Aprueba;Centro Democrático;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;Desaprueba;Alianza Verde;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;35-44;Universidad;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Aprueba;Cambio Radical;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Explotación petrolera;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Masculino;45-54;Secundaria;Ns / Nr;Inseguridad;Aprueba;Aprueba;Aprueba;Ns/Nr;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Educación;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Desempleo;Desaprueba;Desaprueba;Ns/Nr;Desaprueba;Alianza Verde;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Desempleo;Aprueba;Aprueba;Desaprueba;Desaprueba;Partido Liberal;Luis Francisco Ruíz Aguilar;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;Partido Liberal;James Urrego Carvajal;Ns/Nr
FLORENCIA;Femenino;25-34;Universidad;Ns / Nr;Corrupción;Ns/Nr;Aprueba;Desaprueba;Desaprueba;Alianza Verde;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Secundaria;Mal Camino;Inseguridad;Aprueba;Ns/Nr;Desaprueba;Aprueba;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;Mayor de 55;Primaria;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Argenis Garavito Arévalo;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Aprueba;Aprueba;Aprueba;Aprueba;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;18-24;Universidad;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Alianza Verde;Luis Antonio Ruiz Cicery;César Augusto Torres Ríos
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Aprueba;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Femenino;35-44;Primaria;Mal Camino;Inseguridad;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Conservador;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;35-44;Tecnología;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Ns/Nr;Alianza Verde;James Urrego Carvajal;Luz Mila Cicery Ortiz
FLORENCIA;Masculino;35-44;Primaria;Buen Camino;Malla vial;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;18-24;Secundaria;Buen Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;James Urrego Carvajal
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Salud;Desaprueba;Aprueba;Aprueba;Ns/Nr;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Argenis Garavito Arévalo
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Educación;Aprueba;Desaprueba;Aprueba;Aprueba;Partido Conservador;Ns/Nr;Oscar Raúl Rojas
FLORENCIA;Femenino;25-34;Secundaria;Buen Camino;Desempleo;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Ns / Nr;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Tecnología;Buen Camino;Educación;Aprueba;Aprueba;Aprueba;Aprueba;Partido Conservador;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
FLORENCIA;Femenino;35-44;Secundaria;Ns / Nr;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Secundaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;Desaprueba;Cambio Radical;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Masculino;18-24;Tecnología;Buen Camino;Deforestación;Desaprueba;Ns/Nr;Desaprueba;Aprueba;Partido Conservador;James Urrego Carvajal;Oscar Raúl Rojas
FLORENCIA;Masculino;18-24;Universidad;Mal Camino;Corrupción;Aprueba;Ns/Nr;Desaprueba;Desaprueba;Alianza Social Independiente - ASI;Oscar Raúl Rojas;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Alianza Verde;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;45-54;Universidad;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Desaprueba;Ns/Nr;Ns / Nr;James Urrego Carvajal;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido Liberal;James Urrego Carvajal;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Ns/Nr;Aprueba;Desaprueba;Desaprueba;Cambio Radical;Oscar Raúl Rojas;Luz Mila Cicery Ortiz
FLORENCIA;Femenino;Mayor de 55;Secundaria;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;Aprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Primaria;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Inseguridad;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Corrupción;Ns/Nr;Desaprueba;Ns/Nr;Desaprueba;Mira;Argenis Garavito Arévalo;James Urrego Carvajal
FLORENCIA;Femenino;45-54;Primaria;Mal Camino;Deforestación;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido Conservador;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Tecnología;Ns / Nr;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Aprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;James Urrego Carvajal
FLORENCIA;Masculino;35-44;Universidad;Mal Camino;Inseguridad;Aprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Primaria;Mal Camino;Inseguridad;Desaprueba;Aprueba;Desaprueba;Ns/Nr;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
FLORENCIA;Femenino;45-54;Primaria;Ns / Nr;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Educación;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Secundaria;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Diego Ramírez Osorio;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;45-54;Tecnología;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Oscar Raúl Rojas;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Tecnología;Mal Camino;Explotación petrolera;Aprueba;Ns/Nr;Desaprueba;Ns/Nr;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido Liberal;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;Mayor de 55;Primaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;45-54;Secundaria;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Aprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Deforestación;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;Mayor de 55;Secundaria;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;Aprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Salud;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Cambio Radical;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Salud;Aprueba;Ns/Nr;Aprueba;Aprueba;Centro Democrático;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Posgrado;Mal Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;Ns/Nr;Partido Liberal;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
FLORENCIA;Femenino;45-54;Primaria;Ns / Nr;Ns/Nr;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Conservador;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Aprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Conde Ortiz
FLORENCIA;Femenino;25-34;Primaria;Mal Camino;Explotación petrolera;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Tecnología;Mal Camino;Corrupción;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido de la U;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Tecnología;Mal Camino;Salud;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Centro Democrático;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Explotación petrolera;Aprueba;Aprueba;Aprueba;Desaprueba;Cambio Radical;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;18-24;Tecnología;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Aprueba;Aprueba;Centro Democrático;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Partido Conservador;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Masculino;25-34;Tecnología;Mal Camino;Minería;Aprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Partido de la U;Ns/Nr;Diego Ramírez Osorio
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Narcotráfico;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;45-54;Secundaria;Mal Camino;Salud;Desaprueba;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Salud;Aprueba;Aprueba;Aprueba;Aprueba;Centro Democrático;Luz Mila Cicery Ortiz;Ns/Nr
FLORENCIA;Masculino;35-44;Tecnología;Mal Camino;Corrupción;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;Polo Democrático Alternativo;César Augusto Torres Ríos;James Urrego Carvajal
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Ns / Nr;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Tecnología;Mal Camino;Corrupción;Aprueba;Aprueba;Desaprueba;Desaprueba;Mira;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Inseguridad;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;35-44;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Mal Camino;Corrupción;Desaprueba;Desaprueba;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Universidad;Mal Camino;Deforestación;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;Desaprueba;Ns / Nr;Luis Francisco Ruíz Aguilar;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;Mayor de 55;Primaria;Buen Camino;Deforestación;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido Liberal;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;35-44;Tecnología;Buen Camino;Narcotráfico;Ns/Nr;Desaprueba;Aprueba;Desaprueba;Partido Liberal;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Masculino;25-34;Tecnología;Ns / Nr;Salud;Desaprueba;Aprueba;Desaprueba;Desaprueba;Partido Conservador;James Urrego Carvajal;Luis Antonio Ruiz Cicery
FLORENCIA;Masculino;45-54;Primaria;Mal Camino;Deforestación;Desaprueba;Aprueba;Desaprueba;Desaprueba;Ns / Nr;Oscar Conde Ortiz;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido de la U;Ns/Nr;Arnulfo Gasca Trujillo
FLORENCIA;Femenino;35-44;Universidad;Mal Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Desaprueba;Alianza Social Independiente - ASI;César Augusto Torres Ríos;Ns/Nr
FLORENCIA;Masculino;Mayor de 55;Primaria;Ns / Nr;Inseguridad;Desaprueba;Ns/Nr;Desaprueba;Desaprueba;Partido Conservador;Luis Francisco Ruíz Aguilar;Ns/Nr
FLORENCIA;Femenino;Mayor de 55;Secundaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;Desaprueba;Mira;Oscar Conde Ortiz;Oscar Raúl Rojas
FLORENCIA;Masculino;25-34;Universidad;Mal Camino;Deforestación;Aprueba;Ns/Nr;Aprueba;Desaprueba;Partido Liberal;Diego Ramírez Osorio;Oscar Raúl Rojas
FLORENCIA;Femenino;45-54;Primaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Alianza Verde;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Desaprueba;Alianza Verde;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Guerrilla;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Liberal;César Augusto Torres Ríos;Oscar Raúl Rojas
FLORENCIA;Femenino;25-34;Posgrado;Ns / Nr;Deforestación;Aprueba;Desaprueba;Aprueba;Desaprueba;Ns / Nr;Oscar Raúl Rojas;Ns/Nr
FLORENCIA;Femenino;25-34;Tecnología;Buen Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Mira;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Universidad;Mal Camino;Deforestación;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Secundaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;18-24;Universidad;Buen Camino;Corrupción;Aprueba;Desaprueba;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido de la U;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
FLORENCIA;Masculino;45-54;Secundaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Universidad;Buen Camino;Malla vial;Aprueba;Ns/Nr;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;45-54;Tecnología;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;45-54;Secundaria;Buen Camino;Educación;Aprueba;Aprueba;Aprueba;Desaprueba;Alianza Social Independiente - ASI;Luis Antonio Ruiz Cicery;Ns/Nr
FLORENCIA;Femenino;35-44;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Partido Liberal;Ns/Nr;Ns/Nr
FLORENCIA;Femenino;25-34;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;Desaprueba;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
