Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
FLORENCIA,127,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,Desaprueba,1,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,128,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Partido de la U,Luz Mila Cicery Ortiz,Aprueba,1,Femenino,25-34,Tecnología,Soltero
FLORENCIA,129,Mal Camino,Mal Camino,Mototaxismo,Ns/Nr,Ns/Nr,Desaprueba,Partido Liberal,Luz Mila Cicery Ortiz,Desaprueba,1,Femenino,Mayor de 55,Ns / Nr,Separado/Viudo
FLORENCIA,130,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Ns/Nr,Ns / Nr,César Augusto Torres Ríos,Desaprueba,1,Femenino,45-54,Primaria,Casado
FLORENCIA,131,Buen Camino,Mal Camino,Corrupción,Aprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Oscar Raúl Rojas,Desaprueba,2,Femenino,35-44,Posgrado,Soltero
FLORENCIA,132,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Aprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Aprueba,3,Femenino,Mayor de 55,Secundaria,Soltero
FLORENCIA,133,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Conde Ortiz,Desaprueba,1,Femenino,35-44,Universidad,Unión libre
FLORENCIA,134,Mal Camino,Buen Camino,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,Desaprueba,2,Masculino,35-44,Primaria,Unión libre
FLORENCIA,135,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Ns/Nr,Desaprueba,1,Femenino,25-34,Tecnología,Casado
FLORENCIA,136,Mal Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,45-54,Primaria,Unión libre
FLORENCIA,137,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,2,Femenino,45-54,Tecnología,Soltero
FLORENCIA,138,Buen Camino,Buen Camino,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,45-54,Tecnología,Unión libre
FLORENCIA,139,Mal Camino,Mal Camino,Desempleo,Desaprueba,Ns/Nr,Aprueba,Cambio Radical,César Augusto Torres Ríos,Desaprueba,1,Femenino,35-44,Secundaria,Soltero
FLORENCIA,140,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Cambio Radical,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,141,Buen Camino,Buen Camino,Educación,Aprueba,Aprueba,Aprueba,Partido Conservador,Ns/Nr,Desaprueba,2,Femenino,25-34,Universidad,Separado/Viudo
FLORENCIA,142,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Ns/Nr,Desaprueba,1,Masculino,45-54,Secundaria,Soltero
FLORENCIA,143,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Diego Ramírez Osorio,Desaprueba,2,Femenino,25-34,Universidad,Unión libre
FLORENCIA,144,Mal Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,Desaprueba,2,Femenino,Mayor de 55,Secundaria,Casado
FLORENCIA,145,Mal Camino,Ns / Nr,Narcotráfico,Aprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,Ns/Nr,1,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,146,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Diego Ramírez Osorio,Aprueba,2,Femenino,25-34,Secundaria,Soltero
FLORENCIA,147,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,148,Mal Camino,Mal Camino,Educación,Desaprueba,Aprueba,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,35-44,Primaria,Unión libre
FLORENCIA,149,Buen Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Partido de la U,Arnulfo Gasca Trujillo,Aprueba,2,Masculino,18-24,Tecnología,Soltero
FLORENCIA,150,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,Aprueba,1,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,151,Mal Camino,Buen Camino,Mototaxismo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Ns/Nr,1,Masculino,45-54,Secundaria,Separado/Viudo
FLORENCIA,152,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,2,Masculino,35-44,Posgrado,Soltero
FLORENCIA,153,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,Aprueba,2,Masculino,45-54,Universidad,Casado
FLORENCIA,154,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,45-54,Primaria,Casado
FLORENCIA,155,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido de la U,Oscar Conde Ortiz,Aprueba,1,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,156,Ns / Nr,Ns / Nr,Desempleo,Aprueba,Aprueba,Ns/Nr,Polo Democrático Alternativo,Ns/Nr,Desaprueba,1,Masculino,35-44,Universidad,Ns/Nr
FLORENCIA,157,Ns / Nr,Mal Camino,Corrupción,Aprueba,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Casado
FLORENCIA,158,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,159,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Centro Democrático,César Augusto Torres Ríos,Aprueba,1,Femenino,Mayor de 55,Primaria,Casado
FLORENCIA,160,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Centro Democrático,César Augusto Torres Ríos,Aprueba,1,Femenino,Mayor de 55,Primaria,Casado
FLORENCIA,161,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,Desaprueba,2,Masculino,35-44,Secundaria,Casado
FLORENCIA,162,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,Arnulfo Gasca Trujillo,Aprueba,2,Femenino,35-44,Universidad,Casado
FLORENCIA,163,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,164,Ns / Nr,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,18-24,Secundaria,Unión libre
FLORENCIA,165,Buen Camino,Ns / Nr,Mototaxismo,Aprueba,Aprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Ns/Nr,1,Masculino,45-54,Secundaria,Separado/Viudo
FLORENCIA,166,Ns / Nr,Buen Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Desaprueba,2,Masculino,18-24,Secundaria,Soltero
FLORENCIA,167,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,2,Femenino,35-44,Universidad,Casado
FLORENCIA,168,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,35-44,Universidad,Soltero
FLORENCIA,169,Mal Camino,Mal Camino,Mototaxismo,Desaprueba,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,Desaprueba,1,Femenino,35-44,Secundaria,Soltero
FLORENCIA,170,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Ns/Nr,Alianza Verde,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,25-34,Tecnología,Casado
FLORENCIA,171,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Desaprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,172,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Desaprueba,Partido Liberal,James Urrego Carvajal,Desaprueba,1,Femenino,18-24,Secundaria,Soltero
FLORENCIA,173,Ns / Nr,Ns / Nr,Corrupción,Ns/Nr,Aprueba,Desaprueba,Alianza Verde,Ns/Nr,Desaprueba,1,Femenino,25-34,Universidad,Soltero
FLORENCIA,174,Buen Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,Aprueba,1,Masculino,Mayor de 55,Secundaria,Casado
FLORENCIA,175,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,Desaprueba,1,Femenino,25-34,Universidad,Unión libre
FLORENCIA,176,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Argenis Garavito Arévalo,Desaprueba,1,Masculino,Mayor de 55,Primaria,Casado
FLORENCIA,177,Mal Camino,Mal Camino,Educación,Desaprueba,Desaprueba,Desaprueba,Alianza Social Independiente - ASI,Oscar Conde Ortiz,Desaprueba,2,Masculino,25-34,Universidad,Soltero
FLORENCIA,178,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,Aprueba,1,Femenino,45-54,Secundaria,Casado
FLORENCIA,179,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,18-24,Universidad,Soltero
FLORENCIA,180,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,25-34,Tecnología,Ns/Nr
FLORENCIA,181,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,Desaprueba,1,Femenino,25-34,Universidad,Soltero
FLORENCIA,182,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Conservador,César Augusto Torres Ríos,Desaprueba,2,Femenino,35-44,Primaria,Casado
FLORENCIA,183,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Desaprueba,Alianza Verde,James Urrego Carvajal,Ns/Nr,1,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,184,Buen Camino,Buen Camino,Malla vial,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Desaprueba,1,Masculino,35-44,Primaria,Unión libre
FLORENCIA,185,Mal Camino,Buen Camino,Explotación petrolera,Desaprueba,Desaprueba,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,18-24,Secundaria,Soltero
FLORENCIA,186,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,25-34,Tecnología,Casado
FLORENCIA,187,Ns / Nr,Buen Camino,Salud,Desaprueba,Aprueba,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,Ns/Nr,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,188,Mal Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Conservador,Ns/Nr,Aprueba,1,Femenino,25-34,Tecnología,Soltero
FLORENCIA,189,Mal Camino,Buen Camino,Inseguridad,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,25-34,Secundaria,Unión libre
FLORENCIA,190,Ns / Nr,Ns / Nr,Ns/Nr,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Masculino,Mayor de 55,Primaria,Unión libre
FLORENCIA,191,Mal Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,Aprueba,1,Masculino,25-34,Tecnología,Unión libre
FLORENCIA,192,Mal Camino,Ns / Nr,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,Desaprueba,1,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,193,Buen Camino,Buen Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Cambio Radical,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,Mayor de 55,Secundaria,Casado
FLORENCIA,194,Buen Camino,Buen Camino,Deforestación,Desaprueba,Ns/Nr,Desaprueba,Partido Conservador,James Urrego Carvajal,Aprueba,1,Masculino,18-24,Tecnología,Soltero
FLORENCIA,195,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Desaprueba,Alianza Social Independiente - ASI,Oscar Raúl Rojas,Desaprueba,2,Masculino,18-24,Universidad,Soltero
FLORENCIA,196,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,35-44,Secundaria,Casado
FLORENCIA,197,Ns / Nr,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,James Urrego Carvajal,Ns/Nr,1,Femenino,45-54,Universidad,Unión libre
FLORENCIA,198,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Partido Liberal,James Urrego Carvajal,Desaprueba,1,Masculino,45-54,Primaria,Unión libre
FLORENCIA,199,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Aprueba,Desaprueba,Cambio Radical,Oscar Raúl Rojas,Desaprueba,2,Femenino,35-44,Secundaria,Soltero
FLORENCIA,200,Buen Camino,Buen Camino,Narcotráfico,Aprueba,Aprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Aprueba,2,Femenino,Mayor de 55,Secundaria,Casado
FLORENCIA,201,Ns / Nr,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Desaprueba,1,Masculino,45-54,Primaria,Casado
FLORENCIA,202,Buen Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,35-44,Secundaria,Casado
FLORENCIA,203,Mal Camino,Mal Camino,Malla vial,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,3,Masculino,25-34,Secundaria,Soltero
FLORENCIA,204,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Ns/Nr,Mira,Argenis Garavito Arévalo,Desaprueba,1,Masculino,18-24,Secundaria,Soltero
FLORENCIA,205,Mal Camino,Mal Camino,Educación,Desaprueba,Desaprueba,Desaprueba,Partido Conservador,César Augusto Torres Ríos,Desaprueba,2,Femenino,45-54,Primaria,Casado
FLORENCIA,206,Mal Camino,Ns / Nr,Mototaxismo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Aprueba,1,Femenino,Mayor de 55,Tecnología,Unión libre
FLORENCIA,207,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,4,Masculino,35-44,Universidad,Unión libre
FLORENCIA,208,Ns / Nr,Mal Camino,Inseguridad,Desaprueba,Aprueba,Desaprueba,Partido Conservador,Arnulfo Gasca Trujillo,Ns/Nr,1,Femenino,35-44,Primaria,Casado
FLORENCIA,209,Ns / Nr,Ns / Nr,Ns/Nr,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,45-54,Primaria,Unión libre
FLORENCIA,210,Mal Camino,Mal Camino,Educación,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,Desaprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,211,Mal Camino,Buen Camino,Mototaxismo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Diego Ramírez Osorio,Desaprueba,3,Femenino,18-24,Secundaria,Soltero
FLORENCIA,212,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Centro Democrático,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,45-54,Tecnología,Casado
FLORENCIA,213,Ns / Nr,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Desaprueba,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,214,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Desaprueba,3,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,215,Mal Camino,Mal Camino,Malla vial,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Ns/Nr,1,Masculino,18-24,Tecnología,Soltero
FLORENCIA,216,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,217,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,Aprueba,1,Femenino,35-44,Secundaria,Unión libre
FLORENCIA,218,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,3,Femenino,25-34,Primaria,Unión libre
FLORENCIA,219,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,4,Femenino,25-34,Tecnología,Soltero
FLORENCIA,220,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,Desaprueba,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,221,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,222,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,César Augusto Torres Ríos,Desaprueba,2,Femenino,35-44,Secundaria,Soltero
FLORENCIA,223,Ns / Nr,Mal Camino,Minería Ilegal,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,Desaprueba,1,Femenino,45-54,Secundaria,Casado
FLORENCIA,224,Mal Camino,Buen Camino,Vivienda,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,45-54,Secundaria,Unión libre
FLORENCIA,225,Buen Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,Ns/Nr,1,Femenino,35-44,Secundaria,Casado
FLORENCIA,226,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,Aprueba,2,Femenino,35-44,Universidad,Unión libre
FLORENCIA,227,Mal Camino,Mal Camino,Mototaxismo,Desaprueba,Desaprueba,Desaprueba,Partido Liberal,César Augusto Torres Ríos,Desaprueba,2,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,228,Buen Camino,Buen Camino,Narcotráfico,Aprueba,Aprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Aprueba,2,Femenino,Mayor de 55,Secundaria,Casado
FLORENCIA,229,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Cambio Radical,Ns/Nr,Desaprueba,1,Femenino,25-34,Universidad,Soltero
FLORENCIA,230,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Desaprueba,4,Femenino,45-54,Secundaria,Separado/Viudo
FLORENCIA,231,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Centro Democrático,Luis Antonio Ruiz Cicery,Aprueba,1,Femenino,18-24,Tecnología,Unión libre
FLORENCIA,232,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,25-34,Primaria,Soltero
FLORENCIA,233,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Desaprueba,3,Femenino,35-44,Secundaria,Soltero
FLORENCIA,234,Mal Camino,Mal Camino,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,Ns/Nr,2,Masculino,25-34,Posgrado,Casado
FLORENCIA,235,Ns / Nr,Ns / Nr,Mototaxismo,Desaprueba,Desaprueba,Aprueba,Partido Conservador,Ns/Nr,Desaprueba,1,Femenino,45-54,Primaria,Separado/Viudo
FLORENCIA,236,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,Desaprueba,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,237,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,1,Femenino,25-34,Primaria,Unión libre
FLORENCIA,238,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,3,Masculino,45-54,Secundaria,Casado
FLORENCIA,239,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Ns/Nr,Desaprueba,1,Femenino,35-44,Tecnología,Soltero
FLORENCIA,240,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Oscar Conde Ortiz,Desaprueba,1,Femenino,45-54,Secundaria,Separado/Viudo
FLORENCIA,241,Ns / Nr,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,242,Mal Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Desaprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,Desaprueba,4,Femenino,Mayor de 55,Tecnología,Separado/Viudo
FLORENCIA,243,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,Desaprueba,2,Femenino,35-44,Secundaria,Casado
FLORENCIA,244,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Ns/Nr,Aprueba,1,Femenino,18-24,Tecnología,Unión libre
FLORENCIA,245,Buen Camino,Mal Camino,Educación,Desaprueba,Ns/Nr,Desaprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,Desaprueba,2,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,246,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,Desaprueba,2,Masculino,25-34,Tecnología,Unión libre
FLORENCIA,247,Mal Camino,Mal Camino,Malla vial,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Ns/Nr,Desaprueba,2,Femenino,35-44,Universidad,Unión libre
FLORENCIA,248,Buen Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,Ns/Nr,3,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,249,Mal Camino,Mal Camino,Explotación petrolera,Desaprueba,Ns/Nr,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,Desaprueba,2,Femenino,45-54,Secundaria,Unión libre
FLORENCIA,250,Ns / Nr,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,Mayor de 55,Primaria,Unión libre
FLORENCIA,251,Buen Camino,Buen Camino,Salud,Aprueba,Aprueba,Aprueba,Centro Democrático,Luz Mila Cicery Ortiz,Aprueba,3,Femenino,25-34,Tecnología,Soltero
FLORENCIA,252,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Desaprueba,Desaprueba,Polo Democrático Alternativo,César Augusto Torres Ríos,Desaprueba,1,Masculino,35-44,Tecnología,Casado
FLORENCIA,253,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,César Augusto Torres Ríos,Desaprueba,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
FLORENCIA,254,Mal Camino,Mal Camino,Malla vial,Aprueba,Aprueba,Desaprueba,Mira,Ns/Nr,Desaprueba,3,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,255,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,Desaprueba,3,Femenino,35-44,Universidad,Separado/Viudo
FLORENCIA,256,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,Aprueba,1,Femenino,35-44,Secundaria,Unión libre
